,poem name,content,type
686,Hymn to Edmond Albius,"Too busy peddling my fire and trying to keep the mouths fed
and packing up belongings of the recent dead right now to access
your luxurious philosophy, though one looks forward to a time

when the universe permits, I said to my electric correspondent
who came at me puffed pink in thoughtfulness when what I needed
then as now was a quiet high enough to envision a half-gallon

brick of all-natural vanilla ice cream softening on the hot hood
of an idling cop car: the earliest rivulets, a slow loss of strict
rectangularity, then the wild gliding around on the beautiful bleak

enamel paint job as its sweet fragrance fills the air like a gift
from Madagascar I can breathe. Rapt Cortés transported cuttings
of vanilla across the Atlantic during his plunder of the Aztecs;

the Aztecs themselves fell captive to its magic after vanquishing
its first cultivators the Totonacs, who paid their conquerors tributes
of baskets stacked to heaven with cured vanilla pods like long

sentences of salutiferous essence. This is one of those instances
history likes to push your face into to try to stir your appetite
for cruelty a little, or at least make you covet the perks of it: I too

want vanilla in quantity. I want it all around me, like a fortress
of mellow dangles. It will move with me as I move and it will ward
hateful people off. For centuries Europeans tried to cultivate it

outside its native Mexico and failed. They could get the vine
to flower, but in the absence of ancestral pollinators, specifically
hummingbirds and a stingless bee, the flowers dropped off podless.

Meanwhile, Edmond Albius—born into slavery on an island
east of Madagascar known then as Bourbon, lush French colony
and home to roses, one active volcano, one dormant, and one

arena-like caldera that holds the record for most rainfall shed
in one location by a single tropical cyclone ever, namely Hyacinthe—
knew enough from orchids at age twelve in 1841 to think to lift

with a bamboo splint the flap of the rostellum dividing the pollen-
heavy male anther from the female stigma in order to rub the pollen
on the stigma’s eager wand. Within weeks the pods had begun

to form and lengthen into joyous beanlike squiggles laden with
tiny seeds like secrets of the universe as Albius at the shore and under
bright southern stars breathed out I hope in a kind of enlargement

akin to liberty from time, so that on that occasion he might feel
briefly as if his own, even as his method of vanilla pollination
belonged first to his master, then Madagascar, and then the world,

with nearly all vanilla produced today as Albius taught us, including
the kind in Breyers since 1866, fourteen years before Albius died
unrecognized, in poverty, in misery to be exact, while everyone white

around him grew rich with vanilla, adding it to candy, Coca-Cola,
Chanel No. 5, and even in effigy to the air freshener dangling
down in my Uber, its waves whispering Albius, Albius, but inaudibly.",Nature
687,Caw,"Whose branch this is I think you know.
By how my (question-marks as) claws inscritch the bark.
How my worry-work along this bough
runs back and forth (and copper-keen) and evermore;
I got mocked and nicked No-Fly Bird


not for nothing.


Not for nothing have I picked this oak.
Though not thicktrunk-ancient as some angel-oak,
it’s sure the highest of our high so suits my lack.
—Charred wings won’t lift; I’ve got no glide
nor span to speak of. Ain’t this my beat : my usual limb.
Ain’t this pecking (carking) pulse


my far and wide.",Nature
688,Town of Frijoles,"For Juan Felipe Herrera
In the town of frijoles,
men eat their meals without
washing their hands, wanting
to bless their mothers’ food
with soil from the fields.

In the town of frijoles,
boys beat on hollow pots,
the last wiping of their sides
with a piece of tortilla as
holy a moment as taking
the wafer in church.

In the town of frijoles,
women undress to keep
their babies warm, stories
whispered into bald heads
revealed as poems decades
later, when it is early.

In the town of frijoles,
old men cry for their
fathers and mothers,
tombstone ranches dotting
the night moon where
the pinto aromas extend
beyond the bowl of the sun.",Nature
689,Silhouettes,"A crow perches inside me.

Actually, it is a whale. It is hard to tell
by touch alone. Nothing I own ever looks
me properly in the eye. Sometimes

a loud caw at dusk feels
like the largest mammal on Earth.

A deep breath out the blowhole

into my stomach. One second it swims
and the next it is a small extension
of a tree. This is a kind of beginning—

a finger puppet show. The light
dancing around my hands.

Me dancing alone on a stem.

A persimmon blooms.
A boy learns a song and plants it
in an orchard. Inside of me

the large creatures change their shapes
to fit. A blackbird. An organ.

Animals with no names. I send them off
into the world daily. Little sadness
takes flight. Love is a brave child.

These things take the shape
of their containers.

I don’t have to do anything
to hold them.",Nature
690,A Root,"What happened when he grabbed me at the root?
I stopped. It all stopped: spirals fought to win
My spiral life (from an unspiraled root—

From thick cigar stubbed in my young tongue’s root—
(Heart beating uncle lifetimes through my skin)).
What happened, when he grabbed me at the root

Where women come to starve, our ready root?
My broken body (one more), broken in?
My spiral life from an unspiraled root-

Fed pomegranate? (in the basement: root-
Husked hell of seed as if seed could have been
What happened.) When he grabbed me at the root,

Did ancestors throw chains down through our root
To rot and winnow, with their pain and sin,
My spiral life? From an unspiraled root?

Oh sisters, keen our sisters! Till the root
Of loving! burns! (but not! from! foreign kin!)
WHAT happened (when) (he) (grabbed) me at the root?
Our spiral life! From an unspiraled root!",Nature
691,Pigeons,"I’ve never seen pigeons argue
I only see them soar
I don’t know if a pigeon is naïve or worldly
I just know it has no past to make it toil through life

Maybe they’re the tongues of the air
Lazily expressing cars’ sighs
Maybe they’re lined up on the roof
Vying to perform snow’s wedding

One day I stick my head out the window
And realize their nation is the act of soaring
Soaring makes my silence meaningless
Thank god, they’ve taught me how to talk about nations!

Standing under a flock of pigeons, I think oh
People aren’t even worth one flower blooming toward them
Translated from the Chinese",Nature
692,Mango hats stood out from the rest,"Canary-yellow dice
aren’t what you think,

seller said in their shop
where they sold
    all things
      canary—

            whistles,
    sweets, frills, perfumes, with hints
     of cherry chance,

a throw of canary.


Much hinges
on
    canary,

Canary said
       in
        their
    shop where they sold sunny
vanes
on canary die.

    Forgive me for
showing
        myself a composed canary, live
or not.",Nature
693,Dictionary of Owl,"Who cares about the redbud tree, its flowers
half-black, half-pink, from winter’s April freeze;
who cares who lives halfway or dies too soon,
the blue jay’s baby squirming on bare ground,
the agonies of blood, the frigid breeze
shaking the fragile sense of April showers;
who cares who craves the heated pools of June,
the lake of boaters buzzing by or drowned.
Two vultures meet me at my open door,
scanning for carrion, the stink of spasms,
the sky-gods pecking rotting flesh for food;
who cares if this strange order ends in good,
or if the chickadee lands in the chasms
of endless carelessness forevermore.",Nature
694,Waiheke,"You yearn so much
you could be a yacht.
Your mind has already
set sail. It takes a few days
to arrive

at island pace,
but soon you are barefoot
on the sand,
the slim waves testing
your feet

like health professionals.
You toe shells, sea glass, and odd things
that have drifted for years
and finally
washed up here.

You drop your towel
and step out of
your togs, ungainly,
first
your right foot, then

the other
stepping down
the sand
to stand
in the water.

There is no discernible
difference
in temperature.
You breaststroke in
the lazy blue.

A guy passing in a rowboat
says, “Beautiful, isn’t it?”
And it is. Your body
afloat in salt
as if cured.",Nature
695,Y2K,"When I was “in despair” (the dark days
when I actually used such terms)
I noticed the behavior of animals —
              sleep when tired, eat when hungry
That made a lot of sense to me
and yet I felt different
              I felt my humanness too much
No fly ever wonders whether it should make
lots and lots of maggots
              It gives birth on a mound of cat food
or inside the rubbish bin
As far as I know
it’s not worried about overpopulation
or what sort of environment its kids
              will grow up in
My humanness sees me at an art gallery
              watching others
                            watching walls
My humanness gives me dark thoughts
of cruel behavior
              You are in the States
a visa glitch and there you remain
              Like Star Trek, I talk to you on a screen
              your face half a second out of sync
with your speech
              I’m in the future
              my Tuesday is already over
and I want to tell you all about it
              to prove my superiority
That lovely conceit of time
              that saw people travel from all over the world
to be in Gisborne
              for the first sunrise
                            of the new millennium
              Remember
how we all thought the sewer pipes would burst
              and the criminals would escape
              or something like that
                            Y2K packs sent to every household
                            because no one knew for certain
                            what the numbers 2000 really meant
              Somewhere, people, important people
                            cowered in bunkers
                                          fearing the worst",Nature
